Id	Description	Map id	Map name	Symbol	Abbreviation	Synonyms	References	Name	Type	Complex id	Complex name	Compartment/Pathway id	Compartment/Pathway name	Charge	Full name	Formula	Former symbols	Linked submap id	Element external id	Plasma.Membrane
1496071		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n182	TRUE
1496272		16167	CFTR_network_edit			"(3beta,14beta,17alpha)-cholest-5-en-3-ol,CHOLESTEROL,Cholest-5-en-3beta-ol,Cholesterin,Cholesterol,cholesterol"	CHEBI:CHEBI:16113	CHOLESTEROL	Simple molecule			1496310	molecular overview		cholesterol				n183	TRUE
1496274		16167	CFTR_network_edit					PtdSer	Simple molecule			1496310	molecular overview						n184	TRUE
1496223		16167	CFTR_network_edit	SRC		"ASV,c-src"	"UNIPROT:P12931,ENTREZ:6714,HGNC_SYMBOL:SRC,ENSEMBL:ENSG00000197122,HGNC:11283,REFSEQ:NM_005417"	SRC	Protein			1496310	molecular overview		"SRC proto-oncogene, non-receptor tyrosine kinase"		SRC1		n185	TRUE
1496143		16167	CFTR_network_edit					CFTR - Lipids	Complex			1496310	molecular overview						n186	TRUE
1496078		16167	CFTR_network_edit			"CHLORIDE ION,Chloride,Chloride,Chloride ion,Chloride(1-),Chlorine anion,Cl(-),Cl-,chloride"	CHEBI:CHEBI:17996	Cl-	Simple molecule			1496310	molecular overview		chloride				n187	TRUE
1496123		16167	CFTR_network_edit			"CHLORIDE ION,Chloride,Chloride,Chloride ion,Chloride(1-),Chlorine anion,Cl(-),Cl-,chloride"	CHEBI:CHEBI:17996	Cl-	Simple molecule			1496310	molecular overview		chloride				n188	TRUE
1496285		16167	CFTR_network_edit	GOPC		"CAL,FIG,GOPC1,PIST,dJ94G16.2"	"ENTREZ:57120,HGNC:17643,UNIPROT:Q9HD26,ENSEMBL:ENSG00000047932,REFSEQ:NM_020399,HGNC_SYMBOL:GOPC"	GOPC	Protein			1496310	molecular overview		golgi associated PDZ and coiled-coil motif containing				n189	TRUE
1496292		16167	CFTR_network_edit	HSPA5		BiP	"HGNC_SYMBOL:HSPA5,ENSEMBL:ENSG00000044574,REFSEQ:NM_005347,HGNC:5238,ENTREZ:3309,UNIPROT:P11021"	HSPA5	Protein			1496310	molecular overview		heat shock protein family A (Hsp70) member 5		GRP78		n19	FALSE
1496077		16167	CFTR_network_edit	MARCHF2		"HSPC240,MARCH-II,RNF172"	"HGNC_SYMBOL:MARCHF2,ENTREZ:51257,HGNC:28038,REFSEQ:NM_016496,UNIPROT:Q9P0N8,ENSEMBL:ENSG00000099785"	MARCHF2	Protein			1496310	molecular overview		membrane associated ring-CH-type finger 2		Mar-02		n190	TRUE
1496206		16167	CFTR_network_edit	STX6			"HGNC_SYMBOL:STX6,REFSEQ:NM_005819,ENTREZ:10228,HGNC:11441,ENSEMBL:ENSG00000135823,UNIPROT:O43752"	STX6	Protein			1496310	molecular overview		syntaxin 6				n191	TRUE
1496265		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n192	TRUE
1495999		16167	CFTR_network_edit	CBL		"RNF55,c-Cbl"	"ENTREZ:867,HGNC_SYMBOL:CBL,HGNC:1541,REFSEQ:NM_005188,ENSEMBL:ENSG00000110395,UNIPROT:P22681"	CBL	Protein			1496310	molecular overview		Cbl proto-oncogene		CBL2		n193	TRUE
1496295		16167	CFTR_network_edit	STX3			"HGNC:11438,ENTREZ:6809,ENSEMBL:ENSG00000166900,UNIPROT:Q13277,REFSEQ:NM_004177,HGNC_SYMBOL:STX3"	STX3	Protein			1496310	molecular overview		syntaxin 3		STX3A		n194	TRUE
1496305		16167	CFTR_network_edit	TRADD		Hs.89862	"ENTREZ:8717,ENSEMBL:ENSG00000102871,REFSEQ:NM_001323552,UNIPROT:Q15628,HGNC:12030,HGNC_SYMBOL:TRADD"	TRADD	Protein			1496310	molecular overview		TNFRSF1A associated via death domain				n195	TRUE
1496169		16167	CFTR_network_edit	BAG3			"HGNC_SYMBOL:BAG3,ENSEMBL:ENSG00000151929,UNIPROT:O95817,ENTREZ:9531,HGNC:939,REFSEQ:NM_004281"	BAG3	Protein			1496310	molecular overview		BAG cochaperone 3				n196	FALSE
1496099		16167	CFTR_network_edit	FLNA		ABP-280	"UNIPROT:P21333,ENSEMBL:ENSG00000196924,ENTREZ:2316,REFSEQ:NM_001110556,HGNC:3754,HGNC_SYMBOL:FLNA"	FLNA	Protein			1496310	molecular overview		filamin A		"FLN,FLN1,OPD1,OPD2"		n197	TRUE
1496244		16167	CFTR_network_edit	HSPD1		"GroEL,HSP60"	"REFSEQ:NM_002156,ENTREZ:3329,UNIPROT:P10809,HGNC_SYMBOL:HSPD1,HGNC:5261,ENSEMBL:ENSG00000144381"	HSPD1	Protein			1496310	molecular overview		heat shock protein family D (Hsp60) member 1		SPG13		n198	FALSE
1496097		16167	CFTR_network_edit	CAPZA2		"CAPPA2,CAPZ"	"UNIPROT:P47755,ENTREZ:830,REFSEQ:NM_006136,HGNC_SYMBOL:CAPZA2,ENSEMBL:ENSG00000198898,HGNC:1490"	CAPZA2	Protein			1496310	molecular overview		capping actin protein of muscle Z-line subunit alpha 2				n199	TRUE
1496191		16167	CFTR_network_edit					SEC23/24	Complex			1496310	molecular overview						n2	FALSE
1496202		16167	CFTR_network_edit	CANX		"CNX,IP90,P90"	"UNIPROT:P27824,HGNC:1473,ENSEMBL:ENSG00000127022,HGNC_SYMBOL:CANX,ENTREZ:821,REFSEQ:NM_001024649"	CANX	Protein			1496310	molecular overview		calnexin				n20	FALSE
1496152		16167	CFTR_network_edit	INF2		MGC13251	"HGNC_SYMBOL:INF2,UNIPROT:Q27J81,ENTREZ:64423,REFSEQ:NM_022489,ENSEMBL:ENSG00000203485,HGNC:23791"	INF2	Protein			1496310	molecular overview		inverted formin 2		"C14orf151,C14orf173"		n200	TRUE
1496151		16167	CFTR_network_edit			"3',5'-Cyclic AMP,ADENOSINE-3',5'-CYCLIC-MONOPHOSPHATE,Adenosine 3',5'-cyclic phosphate,Adenosine 3',5'-phosphate,Cyclic AMP,Cyclic adenylic acid,adenosine 3',5'-cyclic monophosphate,cAMP"	CHEBI:CHEBI:17489	cAMP	Simple molecule			1496310	molecular overview		"3',5'-cyclic AMP"				n201	TRUE
1495959		16167	CFTR_network_edit	RAPGEF3		"EPAC,bcm910,cAMP-GEFI"	"REFSEQ:NM_006105,UNIPROT:O95398,HGNC_SYMBOL:RAPGEF3,ENSEMBL:ENSG00000079337,HGNC:16629,ENTREZ:10411"	RAPGEF3	Protein			1496310	molecular overview		Rap guanine nucleotide exchange factor 3				n202	TRUE
1496063		16167	CFTR_network_edit			"3',5'-Cyclic AMP,ADENOSINE-3',5'-CYCLIC-MONOPHOSPHATE,Adenosine 3',5'-cyclic phosphate,Adenosine 3',5'-phosphate,Cyclic AMP,Cyclic adenylic acid,adenosine 3',5'-cyclic monophosphate,cAMP"	CHEBI:CHEBI:17489	cAMP	Simple molecule			1496310	molecular overview		"3',5'-cyclic AMP"				n203	TRUE
1496054		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n204	TRUE
1496185		16167	CFTR_network_edit			"CHLORIDE ION,Chloride,Chloride,Chloride ion,Chloride(1-),Chlorine anion,Cl(-),Cl-,chloride"	CHEBI:CHEBI:17996	Cl-	Simple molecule			1496310	molecular overview		chloride				n205	TRUE
1496234		16167	CFTR_network_edit			"CHLORIDE ION,Chloride,Chloride,Chloride ion,Chloride(1-),Chlorine anion,Cl(-),Cl-,chloride"	CHEBI:CHEBI:17996	Cl-	Simple molecule			1496310	molecular overview		chloride				n206	TRUE
1496212		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n207	TRUE
1496250		16167	CFTR_network_edit					 	Degraded			1496310	molecular overview		species_150				n208	TRUE
1496002		16167	CFTR_network_edit	HSPA4		"HS24/P52,HSPH2"	"HGNC_SYMBOL:HSPA4,UNIPROT:P34932,ENTREZ:3308,HGNC:5237,REFSEQ:NM_002154,REFSEQ:NM_198431,ENSEMBL:ENSG00000170606"	HSPA4	Protein			1496310	molecular overview		heat shock protein family A (Hsp70) member 4				n209	FALSE
1496085		16167	CFTR_network_edit	CALR		"CRT,FLJ26680,RO,SSA,cC1qR"	"ENTREZ:811,REFSEQ:NM_004343,HGNC:1455,ENSEMBL:ENSG00000179218,HGNC_SYMBOL:CALR,UNIPROT:P27797"	CALR	Protein			1496310	molecular overview		calreticulin				n21	FALSE
1495992		16167	CFTR_network_edit	DNAJB1		"Hsp40,RSPH16B,Sis1"	"ENTREZ:3337,HGNC_SYMBOL:DNAJB1,REFSEQ:NM_006145,ENSEMBL:ENSG00000132002,HGNC:5270,UNIPROT:P25685"	DNAJB1	Protein			1496310	molecular overview		DnaJ heat shock protein family (Hsp40) member B1		HSPF1		n210	FALSE
1496172		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n211	TRUE
1496286		16167	CFTR_network_edit			"1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate),1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate,1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate,1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate,1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate,PIP2,PIPP,Phosphatidyl-myo-inositol 4,5-bisphosphate,Phosphatidyl-myo-inositol 4,5-bisphosphate,Phosphatidylinositol-4,5-bisphosphate,Phosphatidylinositol-4,5-bisphosphate,PtsIns(4,5)P2,PtsIns-4,5-P2"	CHEBI:CHEBI:18348	PIP2	Simple molecule			1496310	molecular overview		"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate"				n212	TRUE
1496114		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n213	TRUE
1496092		16167	CFTR_network_edit	ADORA2B			"ENSEMBL:ENSG00000170425,HGNC_SYMBOL:ADORA2B,ENTREZ:136,REFSEQ:NM_000676,UNIPROT:P29275,HGNC:264"	ADORA2B	Protein			1496310	molecular overview		adenosine A2b receptor				n214	TRUE
1496254		16167	CFTR_network_edit	SLC9A3R2		"E3KARP,NHERF-2,SIP-1,TKA-1"	"REFSEQ:NM_001130012,ENSEMBL:ENSG00000065054,UNIPROT:Q15599,ENTREZ:9351,HGNC_SYMBOL:SLC9A3R2,HGNC:11076"	SLC9A3R2	Protein			1496310	molecular overview		SLC9A3 regulator 2				n215	TRUE
1495966		16167	CFTR_network_edit	EZR			"REFSEQ:NM_003379,HGNC_SYMBOL:EZR,ENTREZ:7430,UNIPROT:P15311,ENSEMBL:ENSG00000092820,HGNC:12691"	EZR	Protein			1496310	molecular overview		ezrin		VIL2		n216	TRUE
1496142		16167	CFTR_network_edit			"CHLORIDE ION,Chloride,Chloride,Chloride ion,Chloride(1-),Chlorine anion,Cl(-),Cl-,chloride"	CHEBI:CHEBI:17996	Cl-	Simple molecule			1496310	molecular overview		chloride				n217	TRUE
1496182		16167	CFTR_network_edit			"CHLORIDE ION,Chloride,Chloride,Chloride ion,Chloride(1-),Chlorine anion,Cl(-),Cl-,chloride"	CHEBI:CHEBI:17996	Cl-	Simple molecule			1496310	molecular overview		chloride				n218	TRUE
1496125		16167	CFTR_network_edit	WNK4			"ENSEMBL:ENSG00000126562,REFSEQ:NM_001321299,HGNC_SYMBOL:WNK4,HGNC:14544,UNIPROT:Q96J92,ENTREZ:65266"	WNK4	Protein			1496310	molecular overview		WNK lysine deficient protein kinase 4		PRKWNK4		n219	TRUE
1496251		16167	CFTR_network_edit					Glucosidase I	Protein			1496310	molecular overview						n22	FALSE
1496027		16167	CFTR_network_edit	SYK			"ENSEMBL:ENSG00000165025,REFSEQ:NM_001135052,UNIPROT:P43405,HGNC_SYMBOL:SYK,ENTREZ:6850,HGNC:11491"	SYK	Protein			1496310	molecular overview		spleen associated tyrosine kinase				n220	TRUE
1496177		16167	CFTR_network_edit	RHOQ		TC10	"ENTREZ:23433,UNIPROT:P17081,HGNC:17736,REFSEQ:NM_012249,ENSEMBL:ENSG00000119729,HGNC_SYMBOL:RHOQ"	RHOQ	Protein			1496310	molecular overview		ras homolog family member Q		"ARHQ,RASL7A"		n221	TRUE
1495990		16167	CFTR_network_edit					 	Degraded			1496310	molecular overview		species_150				n222	TRUE
1496163		16167	CFTR_network_edit					 	Degraded			1496310	molecular overview		species_150				n223	TRUE
1496175		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n226	TRUE
1495973		16167	CFTR_network_edit	SLC9A3R1		"EBP50,NHERF,NHERF1"	"HGNC_SYMBOL:SLC9A3R1,UNIPROT:O14745,REFSEQ:NM_004252,HGNC:11075,ENTREZ:9368,ENSEMBL:ENSG00000109062"	SLC9A3R1	Protein			1496310	molecular overview		SLC9A3 regulator 1				n227	TRUE
1496284		16167	CFTR_network_edit			"Na(+),Na(+),Na+,SODIUM ION"	CHEBI:CHEBI:29101	Na+	Simple molecule			1496310	molecular overview		sodium(1+)				n228	TRUE
1496290		16167	CFTR_network_edit	SRC		"ASV,c-src"	"UNIPROT:P12931,ENTREZ:6714,HGNC_SYMBOL:SRC,ENSEMBL:ENSG00000197122,HGNC:11283,REFSEQ:NM_005417"	SRC	Protein			1496310	molecular overview		"SRC proto-oncogene, non-receptor tyrosine kinase"		SRC1		n229	TRUE
1496308		16167	CFTR_network_edit	GANAB		"G2AN,GIIA,GluII,KIAA0088"	"HGNC_SYMBOL:GANAB,REFSEQ:NM_198334,UNIPROT:Q14697,HGNC:4138,ENTREZ:23193,ENSEMBL:ENSG00000089597"	GANAB	Protein			1496310	molecular overview		glucosidase II alpha subunit				n23	FALSE
1496309		16167	CFTR_network_edit	YAP1		YAP65	"REFSEQ:NM_006106,ENSEMBL:ENSG00000137693,HGNC_SYMBOL:YAP1,UNIPROT:P46937,HGNC:16262,ENTREZ:10413"	YAP1	Protein			1496310	molecular overview		Yes1 associated transcriptional regulator				n230	TRUE
1496017		16167	CFTR_network_edit	SHC1		"ShcA,p66"	"HGNC_SYMBOL:SHC1,REFSEQ:NM_183001,ENSEMBL:ENSG00000160691,HGNC:10840,ENTREZ:6464,UNIPROT:P29353"	SHC1	Protein			1496310	molecular overview		SHC adaptor protein 1		SHC		n234	TRUE
1496256		16167	CFTR_network_edit	SLC9A3R1		"EBP50,NHERF,NHERF1"	"HGNC_SYMBOL:SLC9A3R1,UNIPROT:O14745,REFSEQ:NM_004252,HGNC:11075,ENTREZ:9368,ENSEMBL:ENSG00000109062"	SLC9A3R1	Protein			1496310	molecular overview		SLC9A3 regulator 1				n235	TRUE
1496208		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n236	TRUE
1496237		16167	CFTR_network_edit	SLC26A9			"ENTREZ:115019,UNIPROT:Q7LBE3,HGNC:14469,HGNC_SYMBOL:SLC26A9,ENSEMBL:ENSG00000174502,REFSEQ:NM_052934"	SLC26A9	Protein			1496310	molecular overview		solute carrier family 26 member 9				n237	TRUE
1496133		16167	CFTR_network_edit	PDIA3		"ERp57,ERp60,ERp61,GRP57,HsT17083,P58,PI-PLC"	"REFSEQ:NM_005313,ENSEMBL:ENSG00000167004,HGNC_SYMBOL:PDIA3,UNIPROT:P30101,ENTREZ:2923,HGNC:4606"	PDIA3	Protein			1496310	molecular overview		protein disulfide isomerase family A member 3		GRP58		n238	FALSE
1496095		16167	CFTR_network_edit	WASL		"N-WASP,NWASP,WASPB"	"HGNC_SYMBOL:WASL,REFSEQ:NM_003941,HGNC:12735,ENSEMBL:ENSG00000106299,UNIPROT:O00401,ENTREZ:8976"	WASL	Protein			1496310	molecular overview		WASP like actin nucleation promoting factor				n239	TRUE
1496046		16167	CFTR_network_edit					OST complex	Complex			1496310	molecular overview						n24	FALSE
1496214		16167	CFTR_network_edit	SLC9A3R2		"E3KARP,NHERF-2,SIP-1,TKA-1"	"REFSEQ:NM_001130012,ENSEMBL:ENSG00000065054,UNIPROT:Q15599,ENTREZ:9351,HGNC_SYMBOL:SLC9A3R2,HGNC:11076"	SLC9A3R2	Protein			1496310	molecular overview		SLC9A3 regulator 2				n240	TRUE
1496232		16167	CFTR_network_edit	EHD1		"FLJ42622,FLJ44618,H-PAST,HPAST1"	"HGNC:3242,REFSEQ:NM_006795,ENTREZ:10938,UNIPROT:Q9H4M9,ENSEMBL:ENSG00000110047,HGNC_SYMBOL:EHD1"	EHD1	Protein			1496310	molecular overview		EH domain containing 1		PAST1		n241	TRUE
1496135		16167	CFTR_network_edit	DNAJB9			"ENTREZ:4189,HGNC:6968,HGNC_SYMBOL:DNAJB9,REFSEQ:NM_012328,ENSEMBL:ENSG00000128590,UNIPROT:Q9UBS3"	DNAJB9	Protein			1496310	molecular overview		DnaJ heat shock protein family (Hsp40) member B9		MDG1		n242	FALSE
1496257		16167	CFTR_network_edit	TRPC6		TRP6	"ENSEMBL:ENSG00000137672,REFSEQ:NM_004621,UNIPROT:Q9Y210,HGNC:12338,ENTREZ:7225,HGNC_SYMBOL:TRPC6"	TRPC6	Protein			1496310	molecular overview		transient receptor potential cation channel subfamily C member 6		FSGS2		n243	TRUE
1496240		16167	CFTR_network_edit			"CALCIUM ION,Ca(2+),Ca(2+),Ca2+,calcium, doubly charged positive ion"	CHEBI:CHEBI:29108	Ca2+	Simple molecule			1496310	molecular overview		calcium(2+)				n244	TRUE
1496270		16167	CFTR_network_edit			"CALCIUM ION,Ca(2+),Ca(2+),Ca2+,calcium, doubly charged positive ion"	CHEBI:CHEBI:29108	Ca2+	Simple molecule			1496310	molecular overview		calcium(2+)				n245	TRUE
1496150		16167	CFTR_network_edit	PPM1A		"MGC9201,PP2CA,PP2Calpha"	"ENTREZ:5494,UNIPROT:P35813,HGNC:9275,REFSEQ:NM_021003,HGNC_SYMBOL:PPM1A,ENSEMBL:ENSG00000100614"	PPM1A	Protein			1496310	molecular overview		"protein phosphatase, Mg2+/Mn2+ dependent 1A"				n246	TRUE
1496141		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n249	TRUE
1496039		16167	CFTR_network_edit					HSP90	Complex			1496310	molecular overview						n25	FALSE
1496118		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n250	TRUE
1496014		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n251	TRUE
1496148		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n252	TRUE
1496116		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n253	TRUE
1496218		16167	CFTR_network_edit					STX7-STX8-VTI1B-VAMP8	Complex			1496310	molecular overview						n254	TRUE
1495954		16167	CFTR_network_edit					STX7-STX8-VTI1B-VAMP8	Complex			1496310	molecular overview						n255	TRUE
1496108		16167	CFTR_network_edit					TRAP	Complex			1496310	molecular overview						n26	FALSE
1496277		16167	CFTR_network_edit	PTGES3		"TEBP,cPGES,p23"	"REFSEQ:NM_006601,ENSEMBL:ENSG00000110958,UNIPROT:Q15185,HGNC:16049,ENTREZ:10728,HGNC_SYMBOL:PTGES3"	PTGES3	Protein			1496310	molecular overview		prostaglandin E synthase 3				n27	FALSE
1496203		16167	CFTR_network_edit	UBE2I		UBC9	"REFSEQ:NM_003345,ENSEMBL:ENSG00000103275,HGNC_SYMBOL:UBE2I,UNIPROT:P63279,HGNC:12485,ENTREZ:7329"	UBE2I	Protein			1496310	molecular overview		ubiquitin conjugating enzyme E2 I				n28	FALSE
1496259		16167	CFTR_network_edit	SENP1			"HGNC_SYMBOL:SENP1,REFSEQ:NM_014554,ENTREZ:29843,ENSEMBL:ENSG00000079387,HGNC:17927,UNIPROT:Q9P0U3"	SENP1	Protein			1496310	molecular overview		SUMO specific peptidase 1				n29	FALSE
1496129		16167	CFTR_network_edit					SAR1	Complex			1496310	molecular overview						n3	FALSE
1496269		16167	CFTR_network_edit	CALU			"ENTREZ:813,ENSEMBL:ENSG00000128595,HGNC_SYMBOL:CALU,REFSEQ:NM_001219,HGNC:1458,UNIPROT:O43852"	CALU	Protein			1496310	molecular overview		calumenin				n30	FALSE
1496161		16167	CFTR_network_edit	HSPA8		"HSC70,HSC71,HSP73"	"REFSEQ:NM_006597,ENSEMBL:ENSG00000109971,UNIPROT:P11142,HGNC:5241,ENTREZ:3312,HGNC_SYMBOL:HSPA8"	HSPA8	Protein			1496310	molecular overview		heat shock protein family A (Hsp70) member 8		HSPA10		n31	FALSE
1496105		16167	CFTR_network_edit	DNAJA1		"HSPF4,NEDD7,dj-2,hdj-2"	"HGNC_SYMBOL:DNAJA1,ENSEMBL:ENSG00000086061,UNIPROT:P31689,HGNC:5229,ENTREZ:3301,REFSEQ:NM_001314039"	DNAJA1	Protein			1496310	molecular overview		DnaJ heat shock protein family (Hsp40) member A1		HSJ2		n32	FALSE
1496252		16167	CFTR_network_edit	DNAJA2		"CPR3,DNAJ,DNJ3,HIRIP4"	"HGNC:14884,ENTREZ:10294,HGNC_SYMBOL:DNAJA2,REFSEQ:NM_005880,UNIPROT:O60884,ENSEMBL:ENSG00000069345"	DNAJA2	Protein			1496310	molecular overview		DnaJ heat shock protein family (Hsp40) member A2				n33	FALSE
1496238		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n34	TRUE
1496289		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n35	TRUE
1496162		16167	CFTR_network_edit	AMFR		"RNF45,gp78"	"REFSEQ:NM_001144,HGNC_SYMBOL:AMFR,UNIPROT:Q9UKV5,ENTREZ:267,HGNC:463,ENSEMBL:ENSG00000159461"	AMFR	Protein			1496310	molecular overview		autocrine motility factor receptor				n36	FALSE
1496088		16167	CFTR_network_edit	HSPA4		"HS24/P52,HSPH2"	"HGNC_SYMBOL:HSPA4,UNIPROT:P34932,ENTREZ:3308,HGNC:5237,REFSEQ:NM_002154,REFSEQ:NM_198431,ENSEMBL:ENSG00000170606"	HSPA4	Protein			1496310	molecular overview		heat shock protein family A (Hsp70) member 4				n37	FALSE
1496015		16167	CFTR_network_edit	DNAJB12		"DJ10,FLJ20027"	"HGNC:14891,ENTREZ:54788,UNIPROT:Q9NXW2,REFSEQ:NM_001002762,HGNC_SYMBOL:DNAJB12,ENSEMBL:ENSG00000148719"	DNAJB12	Protein			1496310	molecular overview		DnaJ heat shock protein family (Hsp40) member B12				n38	FALSE
1496189		16167	CFTR_network_edit	DERL1		"DER-1,DER1,FLJ13784,MGC3067,PRO2577,derlin-1"	"HGNC:28454,REFSEQ:NM_024295,ENTREZ:79139,UNIPROT:Q9BUN8,ENSEMBL:ENSG00000136986,HGNC_SYMBOL:DERL1"	DERL1	Protein			1496310	molecular overview		derlin 1				n39	FALSE
1496073		16167	CFTR_network_edit	SEC16A		"Sec16L,p250"	"ENTREZ:9919,UNIPROT:O15027,HGNC:29006,HGNC_SYMBOL:SEC16A,REFSEQ:NM_014866,ENSEMBL:ENSG00000148396"	SEC16A	Protein			1496310	molecular overview		"SEC16 homolog A, endoplasmic reticulum export factor"		KIAA0310		n4	FALSE
1496304		16167	CFTR_network_edit	UBE2J1		"CGI-76,HSPC153,NCUBE1,UBC6"	"UNIPROT:Q9Y385,HGNC:17598,ENTREZ:51465,ENSEMBL:ENSG00000198833,REFSEQ:NM_016021,HGNC_SYMBOL:UBE2J1"	UBE2J1	Protein			1496310	molecular overview		ubiquitin conjugating enzyme E2 J1				n40	FALSE
