Id	Description	Map id	Map name	Symbol	Abbreviation	Synonyms	References	Name	Type	Complex id	Complex name	Compartment/Pathway id	Compartment/Pathway name	Charge	Full name	Formula	Former symbols	Linked submap id	Element external id	Plasma Membrane
1495895		16166	F508del_network_edit	CAPN2		"CANPL2,CANPml,mCANP"	"ENTREZ:824,ENSEMBL:ENSG00000162909,UNIPROT:P17655,HGNC:1479,HGNC_SYMBOL:CAPN2,REFSEQ:NM_001748"	CAPN2	Protein			1495953	molecular overview		calpain 2				n36	TRUE
1495896		16166	F508del_network_edit	HSPA5		BiP	"HGNC_SYMBOL:HSPA5,ENSEMBL:ENSG00000044574,REFSEQ:NM_005347,HGNC:5238,ENTREZ:3309,UNIPROT:P11021"	HSPA5	Protein			1495953	molecular overview		heat shock protein family A (Hsp70) member 5		GRP78		n51	FALSE
1495897		16166	F508del_network_edit					CAV1-CAV2	Complex			1495953	molecular overview						n90	TRUE
1495898		16166	F508del_network_edit	CAV2		CAV	"REFSEQ:NM_001233,UNIPROT:P51636,ENSEMBL:ENSG00000105971,HGNC_SYMBOL:CAV2,ENTREZ:858,HGNC:1528"	CAV2	Protein	1495897	CAV1-CAV2	1495953	molecular overview		caveolin 2				SbmlSpeciesExporter_91	TRUE
1495899		16166	F508del_network_edit	CAV1			"ENSEMBL:ENSG00000105974,HGNC_SYMBOL:CAV1,ENTREZ:857,UNIPROT:Q03135,HGNC:1527,REFSEQ:NM_001753"	CAV1	Protein	1495897	CAV1-CAV2	1495953	molecular overview		caveolin 1		CAV		SbmlSpeciesExporter_143	TRUE
1495900		16166	F508del_network_edit	RNF185		FLJ38628	"HGNC_SYMBOL:RNF185,ENTREZ:91445,REFSEQ:NM_152267,ENSEMBL:ENSG00000138942,HGNC:26783,UNIPROT:Q96GF1"	RNF185	Protein			1495953	molecular overview		ring finger protein 185				n75	FALSE
1495901		16166	F508del_network_edit	TSG101		VPS23	"ENTREZ:7251,HGNC:15971,UNIPROT:Q99816,ENSEMBL:ENSG00000074319,HGNC_SYMBOL:TSG101,REFSEQ:NM_006292"	TSG101	Protein			1495953	molecular overview		tumor susceptibility 101		TSG10		n4	FALSE
1495902		16166	F508del_network_edit					rF508del	Protein			1495953	molecular overview						n8	FALSE
1495903		16166	F508del_network_edit					rF508del	Protein			1495953	molecular overview						n38	FALSE
1495904		16166	F508del_network_edit	HSPD1		"GroEL,HSP60"	"REFSEQ:NM_002156,ENTREZ:3329,UNIPROT:P10809,HGNC_SYMBOL:HSPD1,HGNC:5261,ENSEMBL:ENSG00000144381"	HSPD1	Protein			1495953	molecular overview		heat shock protein family D (Hsp60) member 1		SPG13		n83	FALSE
1495905		16166	F508del_network_edit	LPAR2		"EDG-4,LPA2"	"REFSEQ:NM_004720,ENSEMBL:ENSG00000064547,HGNC:3168,HGNC_SYMBOL:LPAR2,ENTREZ:9170,UNIPROT:Q9HBW0"	LPAR2	Protein			1495953	molecular overview		lysophosphatidic acid receptor 2		EDG4		n32	TRUE
1495906		16166	F508del_network_edit	BAG1			"HGNC_SYMBOL:BAG1,REFSEQ:NM_004323,ENTREZ:573,UNIPROT:Q99933,HGNC:937,ENSEMBL:ENSG00000107262"	BAG1	Protein			1495953	molecular overview		BAG cochaperone 1				n1	FALSE
1495907		16166	F508del_network_edit	HSPA8		"HSC70,HSC71,HSP73"	"REFSEQ:NM_006597,ENSEMBL:ENSG00000109971,UNIPROT:P11142,HGNC:5241,ENTREZ:3312,HGNC_SYMBOL:HSPA8"	HSPA8	Protein			1495953	molecular overview		heat shock protein family A (Hsp70) member 8		HSPA10		n19	FALSE
1495908		16166	F508del_network_edit	NEDD4L		"KIAA0439,NEDD4-2,RSP5"	"HGNC_SYMBOL:NEDD4L,REFSEQ:NM_001144964,ENSEMBL:ENSG00000049759,HGNC:7728,UNIPROT:Q96PU5,ENTREZ:23327"	NEDD4L	Protein			1495953	molecular overview		NEDD4 like E3 ubiquitin protein ligase				n37	TRUE
1495909		16166	F508del_network_edit	UBE2D3		UbcH5C	"REFSEQ:NM_181893,HGNC_SYMBOL:UBE2D3,ENSEMBL:ENSG00000109332,HGNC:12476,ENTREZ:7323,UNIPROT:P61077"	UBE2D3	Protein			1495953	molecular overview		ubiquitin conjugating enzyme E2 D3				n23	TRUE
1495910		16166	F508del_network_edit	DNAJB1		"Hsp40,RSPH16B,Sis1"	"ENTREZ:3337,HGNC_SYMBOL:DNAJB1,REFSEQ:NM_006145,ENSEMBL:ENSG00000132002,HGNC:5270,UNIPROT:P25685"	DNAJB1	Protein			1495953	molecular overview		DnaJ heat shock protein family (Hsp40) member B1		HSPF1		n44	FALSE
1495911		16166	F508del_network_edit	AHSA1		"Aha1,hAha1,p38"	"ENSEMBL:ENSG00000100591,HGNC:1189,HGNC_SYMBOL:AHSA1,REFSEQ:NM_012111,UNIPROT:O95433,ENTREZ:10598"	AHSA1	Protein			1495953	molecular overview		activator of HSP90 ATPase activity 1		C14orf3		n22	TRUE
1495912		16166	F508del_network_edit					rF508del	Protein			1495953	molecular overview						n102	FALSE
1495913		16166	F508del_network_edit	UBE2I		UBC9	"REFSEQ:NM_003345,ENSEMBL:ENSG00000103275,HGNC_SYMBOL:UBE2I,UNIPROT:P63279,HGNC:12485,ENTREZ:7329"	UBE2I	Protein			1495953	molecular overview		ubiquitin conjugating enzyme E2 I				n56	FALSE
1495914		16166	F508del_network_edit					 	Degraded			1495953	molecular overview		species_38				n94	FALSE
1495915		16166	F508del_network_edit	UBE2V1		"CROC-1,CROC1,UEV-1,UEV1A"	"HGNC_SYMBOL:UBE2V1,ENSEMBL:ENSG00000244687,ENTREZ:7335,HGNC:12494,UNIPROT:Q13404,REFSEQ:NM_021988"	UBE2V1	Protein			1495953	molecular overview		ubiquitin conjugating enzyme E2 V1		UBE2V		n26	TRUE
1495916		16166	F508del_network_edit	SYVN1		"DER3,HRD1"	"ENSEMBL:ENSG00000162298,UNIPROT:Q86TM6,HGNC_SYMBOL:SYVN1,ENTREZ:84447,REFSEQ:NM_032431,HGNC:20738"	SYVN1	Protein			1495953	molecular overview		synoviolin 1				n60	FALSE
1495917		16166	F508del_network_edit	KIFC1		HSET	"HGNC:6389,ENTREZ:3833,REFSEQ:NM_002263,UNIPROT:Q9BW19,ENSEMBL:ENSG00000237649,HGNC_SYMBOL:KIFC1"	KIFC1	Protein			1495953	molecular overview		kinesin family member C1		KNSL2		n82	FALSE
1495918		16166	F508del_network_edit	RNF5		"G16,NG2,RING5,RMA1"	"ENSEMBL:ENSG00000204308,ENTREZ:6048,HGNC:10068,HGNC_SYMBOL:RNF5,UNIPROT:Q99942,REFSEQ:NM_006913"	RNF5	Protein			1495953	molecular overview		ring finger protein 5				n58	FALSE
1495919		16166	F508del_network_edit	TRAM1		"TRAM,TRAMP"	"HGNC:20568,ENTREZ:23471,REFSEQ:NM_014294,HGNC_SYMBOL:TRAM1,UNIPROT:Q15629,ENSEMBL:ENSG00000067167"	TRAM1	Protein			1495953	molecular overview		translocation associated membrane protein 1				n65	FALSE
1495920		16166	F508del_network_edit	PIAS4		"FLJ12419,PIASY,Piasg,ZMIZ6"	"ENTREZ:51588,HGNC:17002,REFSEQ:NM_015897,HGNC_SYMBOL:PIAS4,UNIPROT:Q8N2W9,ENSEMBL:ENSG00000105229"	PIAS4	Protein			1495953	molecular overview		protein inhibitor of activated STAT 4				n92	FALSE
1495921		16166	F508del_network_edit	STX8		CARB	"REFSEQ:NM_004853,HGNC_SYMBOL:STX8,ENTREZ:9482,HGNC:11443,ENSEMBL:ENSG00000170310,UNIPROT:Q9UNK0"	STX8	Protein			1495953	molecular overview		syntaxin 8				n57	FALSE
1495922		16166	F508del_network_edit	NEDD8		Nedd-8	"HGNC:7732,ENTREZ:4738,REFSEQ:NM_006156,HGNC_SYMBOL:NEDD8,UNIPROT:Q15843,ENSEMBL:ENSG00000129559"	NEDD8	Protein			1495953	molecular overview		NEDD8 ubiquitin like modifier				n77	FALSE
1495923		16166	F508del_network_edit	UBXN6		UBXDC2	"HGNC:14928,REFSEQ:NM_025241,ENTREZ:80700,HGNC_SYMBOL:UBXN6,UNIPROT:Q9BZV1,ENSEMBL:ENSG00000167671"	UBXN6	Protein			1495953	molecular overview		UBX domain protein 6		UBXD1		n70	FALSE
1495924		16166	F508del_network_edit					 	Degraded			1495953	molecular overview		species_38				n86	FALSE
1495925		16166	F508del_network_edit	GOPC		"CAL,FIG,GOPC1,PIST,dJ94G16.2"	"ENTREZ:57120,HGNC:17643,UNIPROT:Q9HD26,ENSEMBL:ENSG00000047932,REFSEQ:NM_020399,HGNC_SYMBOL:GOPC"	GOPC	Protein			1495953	molecular overview		golgi associated PDZ and coiled-coil motif containing				n9	FALSE
1495926		16166	F508del_network_edit	PTGES3		"TEBP,cPGES,p23"	"REFSEQ:NM_006601,ENSEMBL:ENSG00000110958,UNIPROT:Q15185,HGNC:16049,ENTREZ:10728,HGNC_SYMBOL:PTGES3"	PTGES3	Protein			1495953	molecular overview		prostaglandin E synthase 3				n54	FALSE
1495927		16166	F508del_network_edit	HSPH1		"HSP105A,HSP105B,KIAA0201,NY-CO-25"	"ENTREZ:10808,UNIPROT:Q92598,REFSEQ:NM_001286503,ENSEMBL:ENSG00000120694,HGNC:16969,HGNC_SYMBOL:HSPH1"	HSPH1	Protein			1495953	molecular overview		heat shock protein family H (Hsp110) member 1				n68	FALSE
1495928		16166	F508del_network_edit	PLCB3			"HGNC_SYMBOL:PLCB3,ENSEMBL:ENSG00000149782,UNIPROT:Q01970,REFSEQ:NM_000932,ENTREZ:5331,HGNC:9056"	PLCB3	Protein			1495953	molecular overview		phospholipase C beta 3				n31	TRUE
1495929		16166	F508del_network_edit	UFD1			"ENTREZ:7353,HGNC_SYMBOL:UFD1,HGNC:12520,ENSEMBL:ENSG00000070010,REFSEQ:NM_001035247,UNIPROT:Q92890"	UFD1	Protein			1495953	molecular overview		ubiquitin recognition factor in ER associated degradation 1		UFD1L		n73	FALSE
1495930		16166	F508del_network_edit	STUB1		"CHIP,HSPABP2,NY-CO-7,SDCCAG7,UBOX1"	"ENSEMBL:ENSG00000103266,HGNC_SYMBOL:STUB1,HGNC:11427,REFSEQ:NM_005861,ENTREZ:10273,UNIPROT:Q9UNE7"	STUB1	Protein			1495953	molecular overview		STIP1 homology and U-box containing protein 1				n7	FALSE
1495931		16166	F508del_network_edit	HSPA8		"HSC70,HSC71,HSP73"	"REFSEQ:NM_006597,ENSEMBL:ENSG00000109971,UNIPROT:P11142,HGNC:5241,ENTREZ:3312,HGNC_SYMBOL:HSPA8"	HSPA8	Protein			1495953	molecular overview		heat shock protein family A (Hsp70) member 8		HSPA10		n69	FALSE
1495932		16166	F508del_network_edit	STIP1		"HOP,STI1"	"HGNC_SYMBOL:STIP1,ENSEMBL:ENSG00000168439,HGNC:11387,REFSEQ:NM_006819,ENTREZ:10963,UNIPROT:P31948"	STIP1	Protein			1495953	molecular overview		stress induced phosphoprotein 1				n45	FALSE
1495933		16166	F508del_network_edit	FKBP8		"FKBP38,FKBPr38"	"HGNC_SYMBOL:FKBP8,ENTREZ:23770,HGNC:3724,ENSEMBL:ENSG00000105701,REFSEQ:NM_012181,UNIPROT:Q14318"	FKBP8	Protein			1495953	molecular overview		FKBP prolyl isomerase 8				n47	FALSE
1495934		16166	F508del_network_edit					F508del	Protein			1495953	molecular overview						n96	FALSE
1495935		16166	F508del_network_edit	STUB1		"CHIP,HSPABP2,NY-CO-7,SDCCAG7,UBOX1"	"ENSEMBL:ENSG00000103266,HGNC_SYMBOL:STUB1,HGNC:11427,REFSEQ:NM_005861,ENTREZ:10273,UNIPROT:Q9UNE7"	STUB1	Protein			1495953	molecular overview		STIP1 homology and U-box containing protein 1				n21	TRUE
1495936		16166	F508del_network_edit	VCP		"CDC48,IBMPFD,TERA,p97"	"REFSEQ:NM_007126,UNIPROT:P55072,HGNC:12666,HGNC_SYMBOL:VCP,ENSEMBL:ENSG00000165280,ENTREZ:7415"	VCP	Protein			1495953	molecular overview		valosin containing protein				n72	FALSE
1495937		16166	F508del_network_edit					F508del	Protein			1495953	molecular overview						n97	FALSE
1495938		16166	F508del_network_edit	CRYAA		HSPB4	"HGNC:2388,UNIPROT:P02489,REFSEQ:NM_000394,HGNC_SYMBOL:CRYAA,ENTREZ:1409,ENSEMBL:ENSG00000160202"	CRYAA	Protein			1495953	molecular overview		crystallin alpha A		CRYA1		n81	FALSE
1495939		16166	F508del_network_edit	DERL1		"DER-1,DER1,FLJ13784,MGC3067,PRO2577,derlin-1"	"HGNC:28454,REFSEQ:NM_024295,ENTREZ:79139,UNIPROT:Q9BUN8,ENSEMBL:ENSG00000136986,HGNC_SYMBOL:DERL1"	DERL1	Protein			1495953	molecular overview		derlin 1				n62	FALSE
1495940		16166	F508del_network_edit					rF508del	Protein			1495953	molecular overview						n15	FALSE
1495941		16166	F508del_network_edit					rF508del	Protein			1495953	molecular overview						n88	FALSE
1495942		16166	F508del_network_edit					 	Degraded			1495953	molecular overview		species_38				n89	FALSE
1495943		16166	F508del_network_edit	FLNA		ABP-280	"UNIPROT:P21333,ENSEMBL:ENSG00000196924,ENTREZ:2316,REFSEQ:NM_001110556,HGNC:3754,HGNC_SYMBOL:FLNA"	FLNA	Protein			1495953	molecular overview		filamin A		"FLN,FLN1,OPD1,OPD2"		n39	TRUE
1495944		16166	F508del_network_edit	KRT8		"CARD2,CK8,CYK8,K2C8,K8,KO"	"ENTREZ:3856,REFSEQ:NM_002273,HGNC:6446,ENSEMBL:ENSG00000170421,UNIPROT:P05787,HGNC_SYMBOL:KRT8"	KRT8	Protein			1495953	molecular overview		keratin 8				n52	FALSE
1495945		16166	F508del_network_edit	DNAJA1		"HSPF4,NEDD7,dj-2,hdj-2"	"HGNC_SYMBOL:DNAJA1,ENSEMBL:ENSG00000086061,UNIPROT:P31689,HGNC:5229,ENTREZ:3301,REFSEQ:NM_001314039"	DNAJA1	Protein			1495953	molecular overview		DnaJ heat shock protein family (Hsp40) member A1		HSJ2		n18	TRUE
1495946		16166	F508del_network_edit	DNAJA2		"CPR3,DNAJ,DNJ3,HIRIP4"	"HGNC:14884,ENTREZ:10294,HGNC_SYMBOL:DNAJA2,REFSEQ:NM_005880,UNIPROT:O60884,ENSEMBL:ENSG00000069345"	DNAJA2	Protein			1495953	molecular overview		DnaJ heat shock protein family (Hsp40) member A2				n71	FALSE
1495947		16166	F508del_network_edit	HSPA8		"HSC70,HSC71,HSP73"	"REFSEQ:NM_006597,ENSEMBL:ENSG00000109971,UNIPROT:P11142,HGNC:5241,ENTREZ:3312,HGNC_SYMBOL:HSPA8"	HSPA8	Protein			1495953	molecular overview		heat shock protein family A (Hsp70) member 8		HSPA10		n42	FALSE
1495948		16166	F508del_network_edit					rF508del	Protein			1495953	molecular overview						n100	FALSE
1495949		16166	F508del_network_edit	BAG1			"HGNC_SYMBOL:BAG1,REFSEQ:NM_004323,ENTREZ:573,UNIPROT:Q99933,HGNC:937,ENSEMBL:ENSG00000107262"	BAG1	Protein			1495953	molecular overview		BAG cochaperone 1				n48	FALSE
1495950		16166	F508del_network_edit	HSPBP1		FES1	"HGNC_SYMBOL:HSPBP1,ENTREZ:23640,HGNC:24989,UNIPROT:Q9NZL4,REFSEQ:NM_012267,ENSEMBL:ENSG00000133265"	HSPBP1	Protein			1495953	molecular overview		HSPA (Hsp70) binding protein 1				n79	FALSE
1495951		16166	F508del_network_edit					PIP5	Simple molecule			1495953	molecular overview						n27	TRUE
1495952		16166	F508del_network_edit	RNF4		"RES4-26,SLX5,SNURF"	"ENSEMBL:ENSG00000063978,REFSEQ:NM_002938,HGNC:10067,HGNC_SYMBOL:RNF4,ENTREZ:6047,UNIPROT:P78317"	RNF4	Protein			1495953	molecular overview		ring finger protein 4				n85	FALSE
1495953		16166	F508del_network_edit					molecular overview	Pathway										art0	FALSE
